COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
65-2		k a w a								
70-2		t a n e								
75-2		k a w a								
114-2		k u b i								
119-2		k i m o								
161-2		j uː								
171-2		k a w a								
188-2		j a m a								
196-2		j o r u								
262-2		h i r u m a								
300-2		h e s o								
313-2		d e								
350-2		s e m a i								
352-2		tɕ i k a i								
396-2		h u r u								
401-2		o s u								
420-2		o tɕ i r u								
424-2		u t a u								
442-2		s i m e ts u k u								
455-2		i k i t o r u								
22-2		n a i								
24-2		m i ɴ n a								
49-2		o n a o								
78-2		a b u r a i								
89-2		k e								
149-2		k u r u								
183-2		h i								
192-2		a o i								
250-2		h o k a n o								
264-2		k i r i								
298-2		k e g a w a								
303-2		h a r a w a t a								
314-2		m o s i								
354-2		a ts ui								
369-2		k i r e r u								
376-2		w a r ui								
415-2		m u s u b u								
451-2		h o k o r i								
456-2		ts u n a								
72-2		n i k u								
80-2		t a m a g o								
104-2		a s i								
118-2		s i ɴ z oː								
150-2		n e t o r u								
204-2		i pː a i								
14-3			k o r e							
18-3			d a r e							
35-3			t o ts u							
36-3			h u t a ts u							
48-3			n a g a i							
60-3			t o r i							
63-3			s i r a m i							
64-3			k i							
67-3			h a							
68-3			n e							
71-3			tɕ i							
76-3			h o n e							
83-3			ts u n o							
87-3			h a n e							
95-3			m i m i							
98-3			h a n a							
99-3			k u tɕ i							
-102-3			s i t a							
103-3			ts u m e							
110-3			t e							
116-3			m u n e							
120-3			n o m u							
132-3			k i k u							
139-3			k o r o s u							
140-3			o j o g u							
156-3			t a tː e r							
168-3			ts u k i							
169-3			h o s i							
170-3			m i z u							
173-3			i s i							
180-3			k u m o							
185-3			h a i							
186-3			m o e r u							
187-3			m i tɕ i							
190-3			a k a i							
193-3			k iː r o i							
194-3			s i r o i							
195-3			k u r o i							
216-3			m a r u a							
221-3			n a							
239-3			i ts u							
252-3			m i tsː u							
253-3			j o tsː u							
254-3			i ts u ts u							
266-3			k a z e							
267-3			n a g a r e r u							
268-3			u m i							
272-3			a m e							
276-3			a r a u							
281-3			m u s i							
304-3			ts u b a							
305-3			tɕ i							
308-3			h a n a							
309-3			k u s a							
310-3			t o							
311-3			n i							
342-3			j u k i							
346-3			k u r a i							
347-3			k i r u							
348-3			h i r o i							
351-3			t oː i							
361-3			o m o i a							
379-3			k u s a r tː a							
394-3			h i d a r i							
395-3			n i g i							
400-3			h i pː a r u							
412-3			s a k e r u							
413-3			ts u k i s a s u							
414-3			h o r u							
422-3			h u k u r e r u							
423-3			k a ɴ g a e r u							
430-3			h a k u							
435-3			h u k u							
446-3			s i t a							
447-3			w e							
458-3			t o s i							
56-3			h i t o							
62-3			i n u							
65-3			k a w a							
70-3			t a n e							
75-3			k a w a							
96-3			m e							
101-3			h a							
114-3			k u b i							
119-3			k i m o							
134-3			s i tː o r u							
138-3			s i n u							
146-3			a r u k u							
161-3			j u							
171-3			k a w a							
182-3			k e m u r i							
188-3			j a m a							
262-3			h i r u m a							
300-3			h e s o							
313-3			d e							
350-3			s e b a i a							
352-3			tɕ i k a i a							
396-3			h u r u s							
401-3			o s u							
420-3			o t i r u							
424-3			u t a u							
442-3			s i m e ts u k u							
455-3			i k i t e r							
15-3			a r e							
22-3			n a i							
49-3			o ɴ n a g o							
78-3			a b u r a i							
89-3			k e							
130-3			m i r u							
149-3			k u r u							
175-3			s u n a							
183-3			h i							
192-3			a o i							
199-3			a ts ui							
230-3			a n o h i t o							
233-3			a n o h i t o t a tɕ i							
250-3			h o k a n o							
264-3			k i r i							
274-3			n u r e t a							
298-3			k e g a w a							
303-3			h a r a w a t a							
314-3			m o s i							
354-3			a ts ui a							
369-3			k i r e r u							
376-3			w a r u							
418-3			n u							
456-3			ts u n a							
59-3			z o							
72-3			n i k u							
80-3			t a m a g o							
104-3			a s i							
118-3			s i ɴ z oː							
142-3			t o b u							
150-3			n e t e r u							
204-3			i pː a i							
14-4				k o r e						
18-4				d a r e						
35-4				h i t o ts u						
36-4				h u t a ts u						
48-4				n a ŋ a i						
60-4				t o r i						
63-4				s i r a m i						
64-4				k i						
67-4				h a						
68-4				n e						
71-4				tɕ i						
76-4				h o n e						
83-4				ts u n o						
87-4				h a n e						
95-4				m i m i						
98-4				h a n a						
99-4				k u tɕ i						
-102-4				s i t a						
103-4				ts u m e						
110-4				t e						
116-4				m u n e						
120-4				n o m u						
132-4				k i k u						
139-4				k o r o s u						
140-4				o j o ŋ u						
156-4				t a tː e r u						
168-4				ts u k i						
169-4				h o s i						
170-4				m i z u						
173-4				i s i						
180-4				k u m o						
185-4				h a i						
186-4				m o e r u						
187-4				m i tɕ i						
190-4				a k a i						
193-4				k iː r o i						
194-4				s i r o i						
195-4				k u r o i						
216-4				m a r ui						
221-4				n a m a						
239-4				i ts u						
252-4				m i tsː u						
253-4				j o tsː u						
254-4				i ts u ts u						
266-4				k a z e						
267-4				n a g a r e r u						
268-4				u m i						
272-4				a m e ŋ a						
276-4				a r a u						
281-4				m u s i						
304-4				ts u b a						
305-4				tɕ i tɕ i						
308-4				h a n a						
309-4				k u s a						
310-4				t o						
311-4				n i						
342-4				j u k i						
346-4				k u r a i						
347-4				k i r u						
348-4				h i r o i						
351-4				t oː i						
361-4				o m o i						
379-4				k u s a tː a						
394-4				h i d a r i						
395-4				m i ŋ i						
400-4				h i pː a r u						
412-4				s a k e r u						
413-4				ts u k i s a s u						
414-4				h o r u						
422-4				h u k u r e r u						
423-4				k a ɴ ŋ a e r u						
430-4				h a k u						
435-4				h u k u						
446-4				s i t a						
447-4				u eː						
458-4				t o s i						
56-4				h i t o						
62-4				i n u						
65-4				k a w a						
70-4				t a n e						
75-4				k a w a						
96-4				m e						
101-4				h a						
114-4				k u b i						
119-4				k i m o						
134-4				s i tː e r u						
138-4				s i n u						
146-4				a r u k u						
161-4				j uː						
171-4				k a w a						
182-4				k e m u i						
188-4				j a m a						
196-4				j o r u						
262-4				h i r u m a						
300-4				h e s o						
313-4				d e						
350-4				s e m a i						
352-4				tɕ i k a i						
396-4				h u r ui						
424-4				u t a u						
442-4				s i m e ts u k e r u						
455-4				i k i t e r u						
15-4				a r e						
22-4				n a i						
24-4				m i ɴ n a						
49-4				o ɴ n a						
78-4				a b u r a m i						
89-4				k e						
130-4				m i r u						
149-4				k u r u						
175-4				s u n a						
183-4				h i						
192-4				a o i						
199-4				a ts ui						
230-4				a n o h i t o						
233-4				a n o h i t o t a tɕ i						
250-4				h o k a n o						
264-4				k i r i						
274-4				n u r e t a						
298-4				k e ŋ a w a						
303-4				h a r a w a t a						
354-4				a ts ui						
369-4				k i r e r u						
415-4				m u s u b u						
418-4				n uː						
451-4				h o k o r i						
456-4				ts u n a						
59-4				u o						
72-4				n i k u						
80-4				t a m a ŋ o						
104-4				a s i						
142-4				t o b u						
150-4				n e t e r u						
204-4				i pː a i						
14-5					k o r e					
18-5					d a r e					
35-5					ɸ u t o ts u					
36-5					ɸ u t aː ts u					
48-5					n a ŋ eː					
60-5					t o r i					
63-5					s i r a m e					
64-5					k i					
67-5					ɸ a					
68-5					n e					
71-5					tɕ i					
76-5					ɸ o n e					
83-5					ts u n o					
87-5					h a n e					
95-5					m i m i					
98-5					h a n a					
99-5					k u tɕ i					
-102-5					s i r a					
103-5					ts u m e					
110-5					t e					
116-5					ɴ n e					
120-5					n o m u					
132-5					k i k u					
139-5					k o r o s u					
140-5					o j o ŋ u					
156-5					t a tɕː o r u					
168-5					ts u k i					
169-5					h o s i					
170-5					m e z u					
173-5					i s i					
180-5					k u m o					
185-5					ɸ eː					
186-5					m o e r u					
187-5					m e tɕ i					
190-5					a k eː					
193-5					k iː r o					
194-5					s i r eː					
195-5					k u r eː					
216-5					m a r iː					
221-5					n a					
239-5					e ts u					
252-5					m i tsː u					
253-5					j o tsː u					
254-5					e ts u ts u					
266-5					k a z e					
267-5					n a g a r e r u					
268-5					u m i					
272-5					a m e					
276-5					a r a o					
281-5					m o s i					
304-5					ts u b a k e					
305-5					tɕ i					
308-5					h a n a					
309-5					k u s a					
310-5					t o					
311-5					n i					
342-5					e k i					
346-5					k u r a					
347-5					k i r u					
348-5					h i r o					
351-5					t o w eː					
361-5					o m eː					
379-5					k u s a tː a					
394-5					ɸ i d a r i					
395-5					m i ŋ i					
400-5					ɕ a b a r u					
412-5					s a k e r u					
413-5					u s a s u					
414-5					h o r u					
422-5					ɸ u k u r e r u					
423-5					k a ɴ ŋ a e r u					
430-5					h a k u					
435-5					ɸ u k u					
446-5					s i t a					
447-5					e w e					
458-5					t o s i					
56-5					ɸ u t o					
62-5					e n o					
65-5					k a w a					
70-5					t a n e					
75-5					k a w a					
96-5					m e					
101-5					ɸ a					
114-5					k u b i					
119-5					k i m o					
134-5					s i tɕː o r u					
138-5					s i n o r u					
146-5					a r u k u					
161-5					e o					
171-5					k a w a					
182-5					k e m o r i					
188-5					j a m a					
196-5					j o r u					
262-5					ɸ i r u					
300-5					h e s o					
313-5					d e					
350-5					s e m a					
352-5					tɕ i k eː					
396-5					ɸ u r iː					
401-5					o s u					
420-5					o tɕ i r u					
424-5					o t a o					
455-5					e k e tɕ o r u					
15-5					a r e					
22-5					n a					
24-5					ɴː n a					
49-5					o ɴ n a g o					
78-5					a b u r a					
89-5					k e					
130-5					m i r u					
149-5					k u r u					
175-5					s u n a					
183-5					ɸ i					
192-5					a w eː					
199-5					a ts ui					
230-5					a r e					
233-5					a e r a					
250-5					h o k a n o					
264-5					k i r i					
274-5					n o r e t a					
298-5					k e ŋ a w a					
303-5					h a r a w a t a					
314-5					m o s i					
369-5					j oː					
376-5					w a r iː					
415-5					m u s u b u					
418-5					n oː					
451-5					h o k e					
72-5					n i k u					
80-5					t a m a ŋ o					
104-5					a s i					
118-5					s i ɴ z oː					
142-5					t o b u					
150-5					n e tɕ oː r u					
204-5					e pː a					
14-6						k u r e				
18-6						d a r e				
35-6						t o ts u				
36-6						t aː ts u				
48-6						n a g a s a				
60-6						t o r i				
63-6						s i r a ɴ				
64-6						k i				
67-6						h w a				
68-6						n e				
71-6						tɕ i				
76-6						h u n e				
83-6						ts u n o				
87-6						h a n e				
95-6						m i m i				
98-6						h a n a				
99-6						k u tɕ i				
-102-6						s i b a				
103-6						ts u m e				
110-6						t e				
116-6						m u n e				
120-6						n u m u				
132-6						k i k u				
139-6						k o r u s u				
140-6						ʔ w o g u				
156-6						t a tɕː o r				
168-6						ts u k i				
169-6						h u s i				
170-6						m i z u				
173-6						ʔ i s i				
180-6						k u m o				
185-6						h w i				
186-6						m eː r u				
187-6						m i tɕ i				
190-6						a k a i				
193-6						k iː r o i				
194-6						s i r u s a				
195-6						k u r u s a				
216-6						m a r u s a r				
221-6						n aː				
239-6						ʔ i ts u				
252-6						m iː tsː u				
253-6						j uː tsː u				
254-6						ʔ i ts u ts u				
266-6						k a z e				
267-6						n a g a r e r u				
268-6						ʔ u m i				
272-6						ʔ a m e				
276-6						ʔ a r a u				
281-6						m u s i				
304-6						ts u b a				
305-6						tɕ i				
308-6						h a n a				
309-6						k u s a				
310-6						t u				
311-6						n i				
342-6						j u k i				
346-6						k u r a s a				
347-6						k i r u				
348-6						h i r u s a				
351-6						t uː s a				
361-6						ʔ m b u s a				
379-6						k u s a r tː a				
394-6						h i d a r i				
395-6						n i g i r i				
400-6						h i pː a r u				
412-6						s a k e r u				
413-6						ts u k i s a s u				
414-6						h u r u				
422-6						h u k u r e r u				
423-6						k a ɴ g e r u				
430-6						h a k u				
435-6						h u k u				
446-6						s i t a				
447-6						ʔ w i				
458-6						t u s i				
56-6						t u				
62-6						ʔ i ɴ				
65-6						k a w a				
70-6						t a n e				
75-6						k a w a				
96-6						m e				
101-6						h a				
119-6						k i m o				
134-6						s i tː u r u				
138-6						s i n u				
146-6						ʔ a r u ɴ				
171-6						k a w a				
182-6						k e b u s i				
188-6						j a m a				
196-6						j u r u				
401-6						ʔ u s u				
420-6						ʔ u t i r u				
442-6						s i m e ts u k u				
24-6						m i ɴ n a				
78-6						a b u r a m i				
130-6						m i r u				
192-6						a o i				
199-6						ʔ a ts i s a				
250-6						h o k a n				
264-6						k i r i				
314-6						m o s i				
369-6						k i r e r u				
418-6						n uː				
451-6						h o k o r i				
456-6						ts u n a				
59-6						ʔʲ u				
14-7							k o r e			
18-7							d a r e			
35-7							h i t o ts u			
36-7							h u t a ts u			
48-7							n a ŋ a i			
60-7							t o r i			
63-7							s i r a m i			
64-7							k iː			
67-7							h aː			
68-7							n eː			
71-7							tɕ iː			
76-7							h o n e			
83-7							ts u n o			
87-7							h a n e			
95-7							m i m i			
98-7							h a n a			
99-7							k u tɕ i			
-102-7							s i t a			
103-7							ts u m e			
110-7							t eː			
116-7							m u n e			
120-7							n o m u			
132-7							k i k u			
139-7							k o r o s u			
140-7							o j o ŋ u			
156-7							t a tː e r u			
168-7							ts u k i			
169-7							h o s i			
170-7							m i z u			
173-7							i s i			
180-7							k u m o			
185-7							h a i			
186-7							m o e r u			
187-7							m i tɕ i			
190-7							a k a i			
193-7							k iː r o i			
194-7							s i r o i			
195-7							k u r o i			
216-7							m a r ui			
221-7							n aː			
239-7							i ts u			
252-7							m i tsː u			
253-7							j o tsː u			
254-7							i ts u ts u			
266-7							k a z e			
267-7							n a ŋ a r e r u			
268-7							u m i			
272-7							a m e ŋ a			
276-7							a r a u			
281-7							m u s i			
304-7							ts u b a			
305-7							tɕ i tɕ i			
308-7							h a n a			
309-7							k u s a			
310-7							t o			
311-7							n i			
342-7							j u k i			
346-7							k u r a i			
347-7							k i r u			
348-7							h i r o i			
351-7							t o i			
361-7							o m o t a i			
379-7							k u s a tː a			
394-7							h i d a r i			
395-7							m i ŋ i			
400-7							h i pː a r u			
412-7							s a k e r u			
413-7							ts u k i s a s u			
414-7							h o r u			
422-7							h u k u r e r u			
423-7							k a ɴ ŋ a e r u			
430-7							h a k u			
435-7							h u k u			
446-7							s i t a e			
447-7							u eː			
458-7							t o s i			
56-7							h i t o			
62-7							i n u			
65-7							k a w a			
70-7							t a n e			
75-7							k a w a			
96-7							m eː			
101-7							h aː			
114-7							k u b i			
134-7							s i tː e r u			
138-7							s i n u			
146-7							a r u k u			
161-7							j uː			
171-7							k a w a			
182-7							k e m u r i			
188-7							j a m a			
196-7							j o r u			
262-7							h i r u m a			
300-7							h e s o			
313-7							d e			
350-7							s e b a i			
352-7							tɕ i k a i			
396-7							h u r ui			
401-7							o s u			
420-7							o tɕ i r u			
424-7							u t a u			
442-7							s i m e ts u k e r u			
455-7							i k i t e r u			
15-7							a r e			
22-7							n a i			
24-7							m i ɴ n a			
78-7							a b u r a			
89-7							k eː			
130-7							m i r u			
149-7							k u r u			
175-7							s u n a			
183-7							h i			
192-7							a o i			
230-7							a n o h i t o			
233-7							a n o h i t o j a r a			
250-7							h o k a n o			
274-7							n u r e t a			
298-7							k e ŋ a w a			
303-7							h a r a w a t a			
314-7							m o s i			
354-7							a ts ui			
369-7							k i r e r u			
376-7							w a r ui			
415-7							m u s u b u			
418-7							n uː			
451-7							h o k o r i			
456-7							ts u n a			
59-7							u o			
72-7							n i k u			
80-7							t a m a ŋ o			
104-7							a s i			
118-7							s i ɴ z oː			
142-7							t o b u			
150-7							n e t e r u			
204-7							i pː a i			
14-8								k o r e		
18-8								d a r e		
35-8								h i t o ts u		
36-8								h u t a ts u		
48-8								n a g a i		
60-8								t o r i		
63-8								s i r a m e		
64-8								k i		
67-8								h a		
68-8								n e		
71-8								tɕ i		
76-8								h o n e		
83-8								ts u n o		
87-8								h a n e		
95-8								m i m i		
98-8								h a n a		
99-8								k u tɕ i		
-102-8								s i t a		
103-8								ts u m e		
110-8								t e		
116-8								m u n e		
120-8								n o m u		
132-8								k i k u		
139-8								k o r o s u		
140-8								o j o g u		
156-8								t a tː e		
168-8								ts u k i		
169-8								h o s i		
170-8								m i z u		
173-8								i s i		
180-8								k u m o		
185-8								h a i		
186-8								m o e r u		
187-8								m i tɕ i		
190-8								a k a i		
193-8								k iː r o i		
194-8								s i r o i		
195-8								k u r o i		
216-8								m a r ui		
221-8								n a		
239-8								i ts u		
252-8								m i tsː u		
253-8								j o tsː u		
254-8								i ts u ts u		
266-8								k a z e		
267-8								n a g a r e r u		
268-8								u m i		
272-8								a m e		
276-8								a r a u		
281-8								m u s i		
304-8								ts u b a		
305-8								tɕ i i		
308-8								h a n a		
309-8								k u s a		
310-8								t o		
311-8								n i		
342-8								j u k i		
346-8								k u r a i		
347-8								k i r u		
348-8								h i r o i		
351-8								t oː i		
361-8								o m o t a		
379-8								k u s a r tː a		
394-8								h i d a r i		
395-8								m i g i		
400-8								h i pː a r u		
412-8								s a k e r u		
413-8								ts u i s a s u		
414-8								h o r u		
422-8								h u k u r e r u		
423-8								k a ɴ g a e r u		
430-8								h a k u		
435-8								h u k u		
446-8								s i t a		
447-8								u e		
458-8								t o s i		
62-8								i n u		
65-8								k a w a		
70-8								t a n e		
75-8								k a w a		
96-8								m e		
101-8								h a		
114-8								k u b i		
119-8								k i m o		
134-8								s i tː e r u		
138-8								s i n u		
146-8								a r u k u		
161-8								j u		
171-8								k a w a		
182-8								k e m u r i		
188-8								j a m a		
196-8								j o r u		
262-8								h i r u m a		
300-8								h e s o		
313-8								d e		
350-8								s e b a i		
352-8								tɕ i k a i		
396-8								h u r u		
401-8								o s u		
420-8								o t i r u		
424-8								u t a u		
442-8								s i m e ts u k u		
455-8								i k i t e		
15-8								a r e		
22-8								n a i		
24-8								m i ɴ n a		
49-8								o n a g o		
78-8								a b u r a i		
89-8								k e		
130-8								m i r u		
149-8								k u r u		
175-8								s u n a		
183-8								h i		
192-8								a o i		
199-8								a ts ui		
230-8								a n o h i t o		
233-8								a n o h i t o j a		
250-8								h o k a n		
274-8								n u r e t a		
298-8								k e g a w a		
303-8								h a r a w a t a		
314-8								m o s i		
354-8								a ts ui		
376-8								w a r u		
415-8								m u s u b u		
418-8								n uː		
451-8								h o k o r i		
59-8								iː o		
72-8								n i k u		
80-8								t a m a g o		
104-8								a s i		
118-8								s i ɴ z oː		
150-8								n e t e r		
204-8								i pː a		
14-9									k u r ɨ	
18-9									θ a r u	
35-9									t ɨː ts ɨ	
36-9									u t aː ts ɨ	
48-9									n a g a i	
60-9									t u r i	
63-9									s i r a m	
64-9									k ɨ	
67-9									h a	
68-9									n ɨ	
71-9									tɕ i	
76-9									h u n ɨ	
83-9									ts ɨ n o	
87-9									h a n e	
95-9									m i ɴ	
98-9									h a n a	
99-9									k u tɕ i	
-102-9									s ɨ t a	
103-9									ts ɨ m ɨ	
110-9									t ɨ	
116-9									m u n ɨ	
120-9									n u m u	
132-9									k i kʲ u	
139-9									k r u s u	
140-9									ʔ w ɨː g u	
156-9									t a tɕː u r	
168-9									ts ɨ k i	
169-9									h u s i	
170-9									m i z ɨ	
173-9									i s i	
180-9									k u m o	
185-9									h a e	
186-9									m eː r u	
187-9									m i tɕ i	
190-9									a k a i	
193-9									k iː r r i	
194-9									s i r u i	
195-9									k u r u i	
216-9									m a r u s a r i	
221-9									n aː	
239-9									i ts ɨ	
252-9									m iː ts ɨ	
253-9									j uː ts ɨ	
254-9									i ts ɨ ts ɨ	
266-9									k a z e	
267-9									n a g a r e r u	
268-9									u m i	
272-9									a m ɨ	
276-9									a r a u	
281-9									m u s i	
304-9									ts ɨ z ɨ	
305-9									tɕ i	
308-9									h a n a	
309-9									k u s a	
310-9									t u	
311-9									n	
342-9									j u k i	
346-9									k u r a i	
347-9									k i r u	
348-9									h i r u i	
351-9									t uː s	
361-9									ʔ u b u	
379-9									k u s a r e t a	
394-9									h i d a r i	
395-9									n i g i	
400-9									h i pː a r u	
412-9									s a k e r u	
413-9									ts ɨ k i s a s u	
414-9									h u r u	
422-9									h u k u r ɨ r u	
423-9									k a ɴ g e r u	
430-9									h a x u	
435-9									h u k u	
446-9									s aː t i	
447-9									ʔ w ɨː tɕ	
458-9									t u s i	
56-9									tɕ u t	
62-9									i n	
65-9									k a w a	
75-9									k a w a	
96-9									m ɨː	
101-9									h a	
114-9									k u b i	
119-9									k i m o	
134-9									s i tɕ u r i	
138-9									s i n u	
146-9									a ʔ a kː u	
161-9									ʔʲ u r i	
171-9									k a w a	
182-9									k ɨ b u s i	
196-9									j u r u	
262-9									h i r u h i ɴ m a	
300-9									h u s u	
313-9									n a ɴ θ ɨ	
350-9									s e b a s a r i	
352-9									tɕ i kʲ a s a r i	
396-9									h u r u s a r i	
401-9									ʔ s u	
420-9									ʔ θ i r u	
424-9									o θ a u r i	
442-9									s i m e ts ɨ k r u	
455-9									ʔ i k i tɕ u r i	
15-9									ʔ a r ɨ	
22-9									n a i a	
24-9									mː n a	
49-9									o n a g u	
89-9									k e	
175-9									s ɨ n a	
183-9									h i	
199-9									a ts ɨ	
230-9									ʔ a ɴ tɕ u	
233-9									ʔ a ɴ tɕ u ɴ x j a	
264-9									k i r i	
274-9									n eː θ a	
314-9									m o s i	
354-9									ʔ a tɕ i ɕ a r i	
376-9									w a r u s a r i	
415-9									m u s u b u r i	
451-9									h u k i r i	
456-9									ts ɨ n a	
59-9									ʔʲ o	
142-9									θ u b u r i	
14-10										k o r e
18-10										d a r e
35-10										h i t o ts u
36-10										h u t aː ts u
48-10										n a g a i
60-10										t o r i
63-10										s i r a m i
64-10										k i
67-10										h a
68-10										n e
71-10										tɕ i
76-10										h o n e
83-10										ts u n o
87-10										h a n e
95-10										m i m i
98-10										h a n a
99-10										k u tɕ i
-102-10										s i t a
103-10										ts u m e
110-10										t e
116-10										m u n e
120-10										n o m u
132-10										k i k u
139-10										k o r o s u
140-10										o j o g u
156-10										t a tː e r u
168-10										ts u k i
169-10										h o s i
170-10										m i z u
173-10										i s i
180-10										k u m o
185-10										h a i
186-10										m o e r u
187-10										m i tɕ i
190-10										a k a i
193-10										k iː r o i
194-10										s i r o i
195-10										k u r o i
216-10										m a r ui
221-10										n a
239-10										i ts u
252-10										m i tsː u
253-10										j o tsː u
254-10										i ts u ts u
266-10										k a z e
267-10										n a g a r e r u
268-10										u m i
272-10										a m e
276-10										a r a u
281-10										m u s i
304-10										ts u b a
305-10										tɕ i tɕ i
308-10										h a n a
309-10										k u s a
310-10										t o
311-10										n i
342-10										j u k i
346-10										k u r a i
347-10										k i r u
348-10										h i r o i
351-10										t oː i
361-10										o m o t a
379-10										k u s a tː a
394-10										h i d a r i
395-10										m i g i
400-10										h i pː a r u
412-10										s a k e r u
413-10										ts u k i s a s u
414-10										h o r u
422-10										h u k u r e r u
423-10										k a ɴ g a e r u
430-10										h a k u
435-10										h u k u
446-10										s i t a
447-10										u e
458-10										t o s i
56-10										h i t o
62-10										i n u
65-10										k a w a
70-10										t a n e
75-10										k a w a
96-10										m e
101-10										h a
114-10										k u b i
119-10										k i m o
134-10										s i tː o r u
138-10										s i n u r
146-10										a r u k u
161-10										j uː
171-10										k a w a
182-10										k e m u r i
188-10										j a m a
196-10										j o r u
262-10										h i r u m a
300-10										h e s o
313-10										d e
350-10										s e b a i
352-10										tɕ i k a i
396-10										h u r ui
401-10										o s u
420-10										o tɕ i r u
