COGID	Eryuan	Heqing	Jianchuan	Lanping	Luobenzhuo	Qiliqiao	Xiangyun	Yunlong	Zhoucheng
3333	ʂ e ⁴⁴	sʰ e ⁴⁴	s e ⁴⁴	s e ⁴⁴	ʂ ɛ ⁴⁴	s e ⁴⁴	s e ⁴⁴	s ɛ ⁴⁴	s e ⁴⁴
5194	ŋ ɛ ²¹	ŋ ɛ ²¹	ŋ ɛ ²¹	ŋ ɛ ²¹	n i ³¹			ŋ ɛ ²¹	ŋ ɛ ²¹
2226	x ɔ ³⁵	x w ɔ ³⁵	x ou ⁵⁵	x u ⁵⁵	χ u ⁵⁵	x w ɔ ³⁵	x o ³⁵	x ao ³³	x w ɔ ³⁵
2373	kʰ ɔ ³³	kʰ w ɔ ³³	k ou ³³	kʰ u ³³	qʰ ao ³³	kʰ w ɔ ³³	kʰ o ³³	kʰ ao ³³	kʰ w ɔ ³³
2363	ʂ ɔ ⁵⁵	sʰ ɔu ⁵⁵	s õ ⁵⁵	s õ ⁵⁵	ɕ õ ³³	s o ⁵⁵	s ou ⁵⁵	s o ³³	s o ⁵⁵
4548	w a ⁴²	w a ⁴²	w a ⁴²	w a ⁴²		w a ⁴²	w a ⁴²	w a ⁴²	w a ⁴²
4397	p e ²¹	p e ²¹	p e ²¹	p e ²¹		p e ²¹	p e ²¹	p e ²¹	p e ²¹
6203	tɕʰ i ³¹	tɕʰ i ³¹	tɕʰ i ³¹	tɕʰ i ²¹		tɕʰ i ³¹	tɕʰ i ³¹	tɕʰ i ³¹	tɕʰ i ³¹
672	tsʰ ɿ ⁵⁵	tsʰ ɿ ⁵⁵	tsʰ ɛ̃ ⁵⁵	tsʰ ɯ̃ ⁵⁵	tɕʰ i ⁵⁵	tsʰ ɿ ⁵⁵	tsʰ ɛ̃ ⁵⁵	tsʰ ɿ ⁵⁵	tsʰ ɿ ⁵⁵
673	k ɯ ³¹	k ɯ ³¹	kʰ ɯ ³¹	k ɯ ²¹	k ɯ ⁴⁴	k ɯ ³¹	k ou ³¹	k ɯ ³¹	k ɯ ³¹
2689	t ɯ ²¹	t ɯ ²¹	t ɯ ²¹	t j ɯ ³³		t ɯ ²¹	t ou ²¹	d ɯ ²¹	t ɛ ²¹
2690	p ɔ ²¹	p ɔ ²¹	p o ²¹	p ao ³¹	p ao ³¹	p ɔ ²¹	p o ²¹	p ao ²¹	p ɔ ²¹
2599	t ɯ ²¹		t ɯ ²¹	t j ɯ ³³	t e ³¹	t ɯ ²¹	t ou ²¹	d ɯ ²¹	t ɯ ²¹
2600	m a ³⁵		m a ⁵⁵	m a ⁵⁵	m e ⁵⁵	m a ³⁵	m a ³⁵	m a ³⁵	m a ³⁵
1913	tɕ y ³³	ts õu ³³	tɕ i ³³	tɕ ỹ ³³	tɕ y ³³	tɕ y ³³		dʑ y ³³	tɕ y ³³
1914	ŋ w e ³³	w ẽ ³³	w ẽ ³³	w ẽ ³³		w e ³³	w ẽ ³³	ŋ w e ³³	w e ³³
1903	ŋ w e ³³	w ẽ ³³	w ẽ ³³	w ẽ ⁴⁴		w e ³³	w ẽ ³³	ŋ w e ³³	w e ³³
4138		v ɤ ³¹	ɤ̃ ³¹			f ɤ ⁴⁴			f ɤ ⁴⁴
4139		t ɯ ²¹	t ɯ ⁴²	t j ɯ ³¹	ʈ ɯ ²¹	t ɯ ²¹	t ou ³¹		
4136	p i ²¹					p i ²¹	p i ³³	p i ²¹	p i ²¹
1746			j ĩ ³³	j ɛ̃ ³³			j ɔ ³³		
1745		t õ ⁴²	t ɯ ²¹	t j ɯ ³¹		t ɔ ⁴⁴		t ɯ ³¹	t o ³²
1747			k w ã ⁵⁵	k w ã ⁵⁵					
1742	ɲ ɤ ³³					n ɤ ³³		ɲ ɤ ³³	ɲ ɤ ³³
1743	p i ²¹						p i ³¹		
2249		m ɯ ³¹	m ɯ ²¹		m ɯ̃ ³¹		m u ³¹	m ɯ ³¹	
2248	k ɔ ²¹	k ɔ̃ ⁴²	k õ ⁴²	k ɔ̃ ²¹	k ao ⁴²		k ã ⁴²	k ao ⁴²	
3954	tɕ y ³³		tɕ y ³³	tɕ y ³³		tɕ y ³³	y ³³	dʑ y ³³	tɕ y ³³
3957		tsʰ w e ³³	k ɛ ⁵⁵	k w ɛ ⁵⁵				k ɛ ³³	
3955	k a ³⁵								k w a ³⁵
3958		kʰ ɔ̃ ⁴⁴		kʰ u ³¹	q o ⁴⁴				
6336	tsʰ ɿ ³³	tsʰ ɿ ³³	ts ɿ ³³		tɕ o ³³	ts ɿ ³³	ts ɿ ³³	ts ɿ ³³	ts ɿ ³³
6337	pʰ a ³³	p a ⁴⁴	p a ⁴⁴	p a ⁴⁴	p a ⁵⁵	p a ⁴⁴	p a ⁴⁴	p a ³³	p a ⁴⁴
6319	ʈʂ e ⁴²	ts e ⁴²	ts e ⁴²	ts ẽ ³³	ʈ æ̃ ⁴²	ts e ⁴²	t ou ³¹	ts e ⁴²	ts e ⁴²
6320	pʰ i ³¹	pʰ ĩ ³¹		pʰ ĩ ³¹		pʰ i ³¹		pʰ i ³¹	pʰ i ³¹
473	u ²¹	u ²¹	u ²¹	w ɔ ²¹		u ²¹	u ²¹	w u ²¹	u ²¹
4065	kʲ ɛ ³⁵		k ɤ ⁴²	k ɔ ³³	q o ⁴⁴	k u ⁴⁴	k u ²¹	k ao ⁴²	k u ³⁵
4066		m j ɛ ⁴²	m i ⁴²	m i ³³			m i ⁴²		
4067		tʰ ɔ̃ ⁵⁵	ts ɤ ⁴⁴	ts a ⁴⁴	ʈ ɛ ⁵⁵			t e ³³	
4069						p ɔ ³⁵			p ɔ ³⁵
4070						ts ɿ ³³	tɕ ɿ ³³		ts ɿ ³³
2617	ʂ ɯ ³³	sʰ ɯ ³³	s ɯ ³³	s ɯ ³³	ɕ i ³³	s ɯ ³³	s ou ³³	ʃ ɤ ³³	s ɯ ³³
2066	ʂ ɯ ³³	sʰ ɯ ³³	s ɯ ³³	s ɯ ³³	ɕ i ³³	s ɯ ³³	s ou ³³	ʃ ɤ ³³	s ɯ ³³
2067	t ɯ ²¹	t ɯ ²¹	t ɯ ²¹	t i ⁵⁵		ts ɿ ³¹	t ou ²¹		t ɯ ²¹
2072			ts ɿ ³³		tɕ ɯ̃ ³¹	ts ɿ ³³	ts ɿ ³³	ts ɿ ³³	ts ɿ ³³
2094	ʂ ɯ ³³	sʰ ɯ ³³	s ɯ ³³	s ɯ ³³	ɕ i ³³	s ɯ ³³	s ou ³³	ʃ ɤ ³³	s ɯ ³³
2095	t ɯ ²¹	t ɯ ²¹	t ɯ ²¹	t i ⁵⁵	t ɯ ³¹		t ou ²¹	t ɯ ²¹	
2096	kʲ ɛ ⁴⁴	k ɛ ⁴²	k ɛ ⁴⁴	k ɛ ⁴⁴	q ao ⁵⁵	k j ɛ ⁴⁴	kʲ ɛ ⁴⁴	k ɛ ⁴⁴	kʲ ɛ ⁴⁴
2098					tɕ ɯ̃ ³¹	tɕ i ³³			ts ɿ ³³
798	p a ⁴²	p a ⁴²	p a ⁴²	p a ⁴²	p a ⁴⁴	p a ⁴²	p a ⁴²	p a ⁴²	p a ⁴²
564	f ɤ ⁴⁴	f ɤ ⁴⁴	f ɤ ⁴⁴			f ɤ ⁴⁴	f ɤ ⁴⁴	f ɤ ⁴⁴	f ɤ ⁴⁴
6668	ɕ y ³³	ɕ y ³³	ɕ y ³³	ɕ y ³³	s y ³³	ɕ y ³³	ɕ y ³³	ɕ y ³³	ɕ y ³³
4029		j ɔ̃ ²¹	j õ ²¹				j ã ²¹		j o ³¹
4030		f ɤ ⁴⁴	f ɤ ⁴⁴		f ʊ ⁵⁵	f ɤ ⁴⁴	f ɤ ⁴⁴		f ɤ ⁴⁴
4028	t e ⁴⁴	t e ⁴⁴	t e ⁴⁴	t e ⁴⁴	t ɛ ⁵⁵	t e ⁴⁴	t e ⁴⁴	t u ⁴⁴	t e ⁴⁴
4026	z ɿ ⁴²			ʐ ɛ ³¹	ʐ a ⁴²	s ɿ ³¹		tɕʰ i ⁴²	
4027	ŋ ɤ ³³							ŋ w e ³³	
6554	j i ³⁵	j i ⁵⁵	j i ⁵⁵	j i ⁴⁴		j i ³⁵	j i ³⁵	j i ³⁵	j i ³⁵
6555	k w a ⁴⁴	k w a ⁴⁴	k w a ⁴⁴	k w a ³³	q w a ⁵⁵	k w a ⁴⁴	k w a ⁴⁴	k w a ⁴⁴	k w a ⁴⁴
6556	ʈʂ ɤ ⁴⁴	ts w ɔ ⁴⁴							
2281	k o ⁴⁴	k ou ⁴⁴	k ou ⁴⁴	k ɔ ⁵⁵	q u ⁵⁵	k o ⁴⁴	k ɔ ⁴⁴	k u ³³	k o ⁴⁴
3112	kʰ w ɛ ³¹	kʰ w ɛ ³¹	kʰ w ɛ ³¹	kʰ w ɛ ³¹		kʰ w ɛ ³¹	kʰ w ɛ ³¹		kʰ w a ³¹
3113	t ɯ ²¹	t ɯ ²¹	ts ɿ ³¹	t j ɯ ²¹		ts ɿ ²¹	t ɛ ²¹		t ɯ ²¹
3114	ts e ⁴⁴	ts e ⁴⁴	t e ⁴⁴		ts ɛ ⁴⁴	t e ⁴⁴	t e ⁴⁴	ts ɛ ³³	ts e ⁴⁴
3115				k a ⁴⁴	q u ⁵⁵			k u ³³	
701	k w a ⁴⁴	k w a ⁴⁴	k w a ⁴⁴	k w a ⁴⁴	q w a ⁵⁵	k w a ⁴⁴	k w a ⁴⁴	k w a ⁴⁴	k w a ⁴⁴
702	t ɯ ²¹	t ɯ ²¹	t ɯ ²¹			t ɯ ²¹	t ou ²¹	t ɯ ²¹	t ɯ ²¹
703				ts e ⁴⁴	ts ɛ ⁴⁴				
628	s w a ⁴⁴	sʰ w a ⁴⁴	s w a ⁴⁴	s w a ⁴⁴	s w a ⁵⁵	ʃ w a ⁴⁴	s w a ⁴⁴	s w a ⁴⁴	s w a ⁴⁴
3098			j a ⁵⁵					j ao ²¹	
3096	ts ɿ ³³	ts ɿ ³³	ts ɿ ³³	ts ɯ̃ ³³	ɖʐ ɯ̃ ³³	ts ɿ ³³	ts ɿ ³³	ts ɿ ³³	ts ɿ ³³
3097		j ɔ ³⁵				j ɔ ³⁵	j ɔ ³⁵		j ɔ ³⁵
3021	ʈʂ ɔ ²¹	ts ɔ̃u ²¹	ts õ ²¹	ts õ ²¹	t õ ²¹	ts o ²¹	ts ɤ̃ ²¹	ts ao ²¹	ts o ²¹
5694		v ɤ ⁴²	v ɤ ⁴²			f ɤ ⁴²	ɤ ⁴²		v ɤ ⁴²
5692	z ɿ ⁴²			ʐ ɛ ⁴²	s æ̃ ³³				
2708	ɕ i ⁵⁵	ɕʰ ĩ ⁵⁵	ɕ ĩ ⁵⁵	ɕ ĩ ⁵⁵	s ẽ ⁵⁵	ɕ i ³⁵	ɕ ĩ ⁵⁵	s e ⁵⁵	ɕ i ³⁵
4942	k ɤ ³⁵	k ɔ̃ ⁵⁵	k ɤ̃ ⁵⁵	k õ ⁵⁵		k ɤ ³⁵	kʲ ɛ ³⁵	k ɯ ³⁵	k ɤ ³⁵
4943					ʈ õ ²¹		ts ɔ ⁴²		
3462	k a ³⁵	k ã ⁵⁵	k ã ⁵⁵	k ã ⁵⁵	q ɔ̃ ⁵⁵	k a ³⁵	k ã ⁵⁵	k a ³⁵	k a ³⁵
3615	pʰ j a ⁴⁴	pʰ j a ⁴⁴	pʰ j a ⁴⁴	pʰ j a ⁴²		pʰ j a ⁴⁴	pʰ j a ⁴⁴	pʰ j a ⁴⁴	pʰ j a ⁴⁴
5878	ŋ a ²¹	ŋ a ²¹	ŋ a ²¹	ŋ a ²¹	ɴ a ²¹	ŋ a ²¹			ŋ a ²¹
5879							ɣ ã ²¹	ɣ a ²¹	
1932	s ɿ ³³	s ɿ ³³	s ɿ ³³	s ɛ ³³	ʂ ʅ ³³	s ɿ ³³	s ɿ ³³	s ɿ ³³	s ɿ ³³
6472		sʰ ɔu ³¹	s ou ²¹	s o ³¹					
6469	s ɿ ⁵⁵				ʂ æ ³³	s ɿ ³³	s ɿ ³¹	s ɿ ³¹	s ɿ ³³
6471	ts ɿ ⁴⁴				ʈʂ æ ⁵⁵				
6473					a ⁵⁵	a ⁵⁵			
4454	ɲ i ²¹	j ĩ ²¹	j ĩ ²¹	j ĩ ²¹	ɲ i ³¹	ɲ i ²¹	n i ²¹	ɲ i ²¹	ɲ i ²¹
4455	kʲ ɛ ³⁵	k ɛ̃ ³⁵	k ɛ̃ ⁵⁵	k ɛ̃ ⁵⁵	q ao ⁵⁵	k ɛ ³⁵	k ɛ̃ ³⁵	k ɛ ³⁵	kʲ ɛ ³⁵
4456	ɲ i ²¹	j ĩ ²¹	j ĩ ²¹						ɲ i ²¹
6926	ɲ ɤ ³³	j õ ³³	j ɤ̃ ³³	j ɯ̃ ³³	n ɛ ⁴⁴	n ɤ ³³	n ɛ̃ ³³	ɲ ɤ ³³	ɲ ɤ ³³
6927	ɲ i ²¹	j ĩ ²¹	j ĩ ²¹	j ĩ ²¹	ɲ i ³¹	ɲ i ²¹	n i ²¹	ɲ i ²¹	ɲ i ²¹
4197	k u ³³	k u ³³	k u ³³	k u ³³		k u ³³	k u ³³	k u ³³	k u ³³
4198	ɲ i ²¹	j ĩ ²¹	j ĩ ²¹	j ĩ ²¹		ɲ i ²¹	n i ²¹	ɲ i ²¹	ɲ i ²¹
1039		s ɿ ⁵⁵	s ɿ ⁵⁵	s ɿ ⁵⁵		s ɤ ⁵⁵			s ɿ ⁵⁵
1040		ts ɿ ³³	ts ɿ ³³	ts ɯ ⁴⁴	ts ɿ ⁴⁴	ts ɤ ³³	ts ɿ ³³		ts ɿ ³³
1041		j ɤ ³³	j ɤ̃ ³³			n ɤ ³³			
1036	m a ³⁵							m a ³⁵	
1038	ɲ i ²¹							ɲ i ²¹	ɲ i ³³
195	t ɔ ³⁵	t ɔu ³⁵	t o ⁵⁵	t u ⁵⁵		t ɔ ³⁵		t ɯ ³³	t ɔ ³⁵
196	p ɔ ³⁵	p ɔu ³⁵	p o ⁵⁵	p u ⁵⁵	p ɤ ⁵⁵	p ɔ ³⁵		p ao ³³	p ɔ ³⁵
3234	k ɔ ²¹	k ɔ ²¹	k o ²¹	k ɔ ²¹		k ɔ ²¹		k ao ²¹	k ɔ ²¹
3236					b ɯ ³³		p ɯ ³³		
2485			a ³¹			a ³¹	a ³¹		a ³¹
2486			j i ⁴²	j ɛ ⁴²					
2482	a ⁵⁵	a ⁵⁵		a ⁴⁴	a ⁵⁵			a ⁴⁴	
2483	l ɔ ²¹					l ɔ ³¹			l ɔ ³¹
2484		p ɔu ⁵⁵			p ɤ ⁵⁵		p ɔ ³⁵		
2503			a ³¹			a ³¹	a ³¹		a ³¹
2502	n e ⁴⁴	n e ⁴⁴	n e ⁴⁴	n ɛ ⁴⁴		n e ⁴⁴	n e ⁴⁴		n e ⁴⁴
2501	a ⁵⁵			a ⁴⁴	a ⁵⁵			a ⁵⁵	
2001			a ³¹			a ³¹	a ³¹		
2000		t i ³³	t i ³³	t i ⁴⁴		t i ³³	t i ³³	t i ³³	tɕ i ³³
1998	a ⁵⁵			a ⁴⁴	a ⁵⁵			a ⁵⁵	a ³³
3917			a ³¹			a ³¹	a ³¹		
3916	m ɔ ³³	m ɔu ³³	m o ³³	m ɔ̃ ³³	m ɔ ³³	m ɔ ³³	m ɔ ³³	m ɔ ³³	m ɔ ³³
3915	a ⁵⁵			a ⁴⁴	a ⁵⁵			a ⁵⁵	a ³³
6821	v ɤ ³³	f ɤ ³³	v ɤ ³³	v ɛ ³³		v ɤ ³³		v ɤ ³³	v ɤ ³³
6823		t j ɯ ²¹	j ĩ ²¹	j ĩ ²¹					
6822	ɲ i ²¹				n ɛ ³¹	ɲ i ²¹	n i ³¹	ɲ i ²¹	ɲ i ²¹
5417	ts ɿ ³³	ts ɿ ³³	ts ɿ ³³	ts ɿ ³³	tɕ i ³³	ts ɿ ³³	ts ɿ ³³	ts ɿ ³³	ts ɿ ³³
1474	ɲ ɤ ³³	j ɔ̃ ³³	j ɤ̃ ³³		ɲ ʊ̃ ³³	n ɤ ³³	n ɛ̃ ³³	ɲ ɤ ³³	ɲ ɤ ³³
1959	x a ³¹	xʰ ɔu ³¹	x a ³¹	x ã ⁴⁴	x ã ³³	x ɔ ³¹	x ɛ̃ ³¹	x a ³¹	x ɔ ³¹
1960	t ɤ ⁵⁵	t w ɔ̃ ³⁵	t ɤ ⁵⁵	t o ⁵⁵	t ɤ ⁵⁵	t ɤ ³⁵	t ɛ ³⁵	t ɤ ⁵⁵	t ɤ ³⁵
2899	x ɔ ²¹	xʰ ɔu ³¹	x ou ²¹	x o ³¹	x ɔ ⁴²	x ɔ ²¹	x ɔ ²¹	x ao ²¹	x ɔ ³¹
6531	j ɯ ⁴⁴	j ɯ ⁴⁴	j ɯ ⁴⁴	j ɯ ⁴⁴		ɣ ɯ ⁴⁴	j ou ⁴⁴	j ɯ ⁴⁴	j ɯ ⁴⁴
4620	p ɯ ³³	p ɯ ³³	p ɯ ³³	p ɯ ³³	b ɯ ³³	p ɯ ³³			p ɯ ³³
4621				ɕ y ³³			ɕ y ³³	ɕ y ³³	
3651	ts ɿ ³³	ts ɿ ³³	ts ɿ ³³	ts ɯ̃ ³³	ʐ ʅ ³³	ts ɿ ³³	z ɿ ³³	dz ɿ ³³	ts ɿ ³³
4954	tʰ ɔ ³³	tʰ u ³³	tʰ u ³³	tʰ u ³³		tʰ u ³³	tʰ u ³³	tʰ u ³³	tʰ u ³³
811	k u ²¹	k u ²¹	k u ²¹		q ẽ ⁵⁵	k u ²¹	k u ²¹	k u ²¹	k u ²¹
6606			ɣ ou ³³			ɣ u ³³	ɣ ã ³³	ʁ ɔ ³³	u ³³
6605	ŋ ɔ ³³	ŋ ɔu ³³							
4517	ʈʂ ɯ ³³	ts ɯ ³³	ts ɯ ³³	ts ɯ ³³	ɖ ɯ ³³	ts ɯ ³³		dz ɯ ³³	ts ɯ ³³
1633	m e ²¹	m e ²¹	m e ²¹	m ẽ ²¹	m æ ²¹	m e ²¹	m e ²¹	m ɛ ²¹	m e ²¹
5612	u ³¹	u ³¹	u ³¹	w u ³³		u ³¹	u ³¹	w u ³¹	
1173	j i ³⁵	j i ³⁵	j i ⁵⁵	j i ⁵⁵		j i ³⁵	j i ³⁵	j i ³⁵	j i ³⁵
1175		k w ã ³⁵	k w ã ⁵⁵				k w ã ³⁵	kʰ ao ⁵⁵	
1174	p e ⁴²		p e ⁴²	p e ³³		p e ³²			p e ⁴²
6365	k w a ³⁵	k w ã ⁵⁵	k w ã ⁵⁵	k w ã ⁴⁴		k w a ³⁵	k w ã ³⁵	k w a ³⁵	k w a ³⁵
6366				j u ⁴⁴		j ɔ ³⁵		j ɔ ³³	
294	p e ³³		p e ³³						
299			tɕ i ³¹	tɕ i ³¹					tɕʰ ɯ ⁵⁵
295	s e ⁴⁴					s e ⁴²			
296	p ɯ ⁴⁴	p ɯ ⁴⁴		p i ³³	p ɯ ⁵⁵				p ɯ ⁴⁴
300				kʰ o ⁵⁵		kʰ ɔ ⁵⁵			
301					tɕ ɤ ³³		tɕʰ ỹ ⁵⁵	tɕʰ u ³³	
6729	ɕ y ³³	ɕ y ³³	s o ⁵⁵	ɕ y ³³			ɕ y ³³	ɕ y ³³	ɕ y ³³
6730	tɕ i ³¹	tɕ i ³¹	tɕ i ³¹	tɕ i ³¹	tɕ ĩ ⁴²	tɕ i ³¹		tɕ i ³¹	tɕ i ³¹
6379	ʂ ɯ ⁴⁴	s ɯ ⁴⁴	s ɯ ⁴⁴	s ɛ ⁴⁴	ɕ ĩ ⁵⁵	s ɯ ⁴⁴			s ɯ ³¹
6380	kʲ i ³⁵	tɕ i ⁵⁵	tɕ i ⁵⁵	tɕ i ⁵⁵	tɕ ĩ ⁵⁵	tɕ ɯ ³⁵	tɕʰ ɛ̃ ⁵⁵		tɕ i ³⁵
6381	p ɯ ⁴⁴		p ɯ ⁴⁴	p ɯ ⁴⁴				p ao ⁴⁴	p ɯ ⁴⁴
924	m ɔ ⁵⁵	m ɔu ⁴⁴	m o ⁴⁴	m ão ⁴⁴		m ɔ ⁵⁵	m ɔ ⁵⁵	m o ³³	m ɔ ³³
926			ts ɿ ³¹	ts ɯ ³³			ts ɿ ³³		
925	t ɯ ⁴²	t ɯ ⁴²	t ɯ ⁴²						t ɯ ⁴²
923	ɕ ɔ ³¹					ɕ ɔ ³¹	c õ ⁴²	ɕ ɔ ³¹	ɕ o ³¹
927				k a ⁵⁵	q a ⁵⁵				
1777		j ĩ ³³	j ĩ ³³				j ɔ ³³		
1775	k ɤ ³¹	k ɔ̃u ⁴²	k õ ²¹	k ɔ̃ ³¹	q ɔ ²¹	k ɤ ²¹	k ou ⁵⁵	k ɤ ³¹	k u ²¹
1774	ɲ ɤ ³³					n ɤ ³³		ɲ ɤ ³³	ɲ ɤ ³³
1776	ts a ²¹								ts a ²¹
752	kʲ i ²¹	tɕ ĩ ²¹	tɕ i ²¹	tɕ ĩ ³¹		tɕ i ²¹	tɕ i ²¹	tɕ i ²¹	kʲ i ²¹
349	l ɔ ⁵⁵		l ou ⁵⁵	l o ⁵⁵					
350	j a ⁴⁴			j a ⁴⁴					
351	t ɯ ⁴²	t ɯ ⁴²				t ɯ ⁴²	t ɯ̃ ⁴²	t ɯ ²¹	t ɯ ³²
352		m ɔu ³³			m ɯ̃ ⁵⁵	m ɯ ³¹	m ɔ ⁴²	m o ³³	m ɯ ³¹
4316	p i ³¹	p i ³¹	p i ³¹	p ĩ ⁴²		p i ³¹	p i ³¹	b j ɯ ²¹	p i ³¹
4317	ʂ e ⁴²	sʰ e ⁴⁴		s e ⁴⁴		s e ⁴⁴		s ɛ ⁵⁵	s e ⁴⁴
5181	ŋ e ²¹	ŋ ɛ ²¹	ŋ ɛ ²¹	ŋ ẽ ²¹		ŋ e ²¹	n i ²¹	ŋ ɛ ²¹	ŋ ɛ ²¹
5183					ts ɿ ³³	tɕ i ³³			
