COGID	Dashi	Ega	Enqi	Gongxing	Jinman	Jinxing	Mazhelong	ProtoBai	Tuoluo	Zhoucheng
5071-1	m ɯ ⁰									
5083-1	k w a ⁴⁴									
5248-1	tʰ e ³³									
82-1	ʈʂʰ ou ⁴⁴									
132-1	x a ⁴²									
141-1	ŋ a ²¹									
227-1	tɕʰ i ⁴⁴									
359-1	w e n ²¹									
379-1	p e ²¹									
422-1	tɕ j ³³									
979-1	s w ⁴⁴									
1046-1	ts ou ³¹									
1274-1	ʈʂʰ ⁰									
1315-1	ʈʂ w a ⁵⁵									
1337-1	k o ŋ ²¹									
1390-1	j ɯ ⁴⁴									
1651-1	ʈʂʰ o ²¹									
1693-1	tɕ j ə˞ ⁴²									
1742-1	x ɯ ³³									
1851-1	s w a ŋ ⁵⁵									
1958-1	t e ³³									
1980-1	w e n ³⁵									
32-2		m ɯ ⁴⁴								
53-2		ts i ²¹								
93-2		q ɯ ²¹								
216-2		s w a ⁵⁵								
236-2		ts o ²²								
267-2		tɕ i ⁴²								
316-2		p ɯ ²²								
327-2		ɣ ɯ ²²								
348-2		ts o ⁴⁴								
400-2		z ɛ ²¹								
452-2		q a ⁴⁴								
463-2		qʰ o ⁴⁴								
512-2		t o ⁴²								
534-2		ts o ⁴⁴								
556-2		qʰ o ²²								
568-2		x ɯ ⁴⁴								
588-2		s w a ⁵⁵								
599-2		pʰ ɯ ⁵⁵								
656-2		q ɯ ⁴²								
678-2		q o ⁴²								
689-2		m ɯ ⁴²								
700-2		m ɛ ⁴²								
775-2		p ɛ ⁴²								
786-2		q ɛ ⁵⁵								
820-2		ts i ⁴² ⁴²								
839-2		t i ²¹								
863-2		qʰ o ²²								
896-2		q a ⁵⁵								
929-2		t ɥ ⁴²								
1015-2		s i a								
1035-2		ts i ²²								
1107-2		s i ⁴⁴								
1173-2		ɕ ɛ ²²								
1195-2		ɕ ɛ ²²								
1241-2		m ɛ ²¹								
1252-2		l o ²¹								
1294-2		q a ⁵⁵								
1326-2		ts ɥ i ²²								
1348-2		tɕ i ⁴²								
1401-2		s ɛ ⁴²								
1451-2		s ɛ ²²								
1473-2		t i ⁵⁵								
1507-2		tsʰ i ⁵⁵								
1532-2		q ɯ ⁵⁵								
1543-2		s i ²²								
1575-2		ɕ ɛ ⁵⁵								
1618-2		p ɯ ²¹								
1640-2		q ɯ ⁴⁴								
1671-2		ɕ ɛ ⁵⁵								
1731-2		s i a ⁵⁵								
1762-2		s w a ⁴²								
1773-2		t i ⁴⁴								
1794-2		q o ⁵⁵								
1805-2		z ɛ ⁴²								
1816-2		s ɛ a								
1862-2		ts i ⁵⁵								
1885-2		qʰ o ⁴⁴								
1914-2		s i ²²								
1936-2		p ɯ ²²								
1969-2		ɕ ɛ ⁵⁵								
2018-2		ts o ⁴²								
2029-2		q a ⁵⁵								
2051-2		tɕ o ²¹								
2074-2		q o ⁵⁵								
2085-2		m ɯ ²²								
2130-2		p u ⁴⁴								
2245-2		t o a ⁴⁴								
2269-2		m ɛ ²²								
2280-2		s o a								
2291-2		s ɛ ⁴²								
2316-2		tɕ i ⁴⁴								
2364-2		ts i ²²								
2395-2		tsʰ j ⁵⁵								
2406-2		tsʰ j a ⁵⁵								
2417-2		q o ⁴²								
2428-2		q a ⁵⁵								
2450-2		ts o ²¹								
2484-2		ɕ i ⁵⁵								
2495-2		q o ²¹								
2565-2		t i ⁵⁵								
2611-2		j o ⁴⁴								
2632-2		ŋ w a ⁵⁵								
2644-2		ŋ w a ⁵⁵								
2674-2		m ɯ ²²								
2698-2		s i a								
2709-2		n ɛ ²¹								
2720-2		ts i ⁴² ⁴²								
2772-2		q a ⁴⁴								
2791-2		tɕ o ⁵⁵								
2837-2		ts ɛ ⁵⁵								
2859-2		ɕ ɛ ⁵⁵								
2889-2		tɕ i ²²								
2900-2		q ɯ ²²								
2928-2		tsʰ o ⁵⁵ ⁵⁵								
2941-2		qʰ ɯ ⁵⁵								
2998-2		ts i ²²								
3031-2		tʰ i ²² ²²								
3052-2		t o ⁴²								
3064-2		t i ²¹								
3084-2		tʰ j a ⁴⁴								
3117-2		ts i ⁴²								
3128-2		q a ⁴²								
3150-2		t ɛ ⁴²								
3161-2		t ɥ ²²								
3172-2		ts ɛ ²²								
3263-2		j ⁴²								
3274-2		q a ⁴²								
3308-2		qʰ ɛ ⁵⁵								
3340-2		ts o ⁴⁴								
3362-2		ts ɛ ⁵⁵								
3409-2		m i ²²								
3454-2		q o ⁵⁵								
3493-2		s o ⁴⁴								
3536-2		s i a ⁵⁵								
3548-2		f ʯ ⁴²								
3645-2		s i ⁵⁵								
3678-2		tsʰ i ⁵⁵								
3757-2		l o ²¹								
3779-2		q o ⁴²								
3813-2		x ɛ ⁵⁵								
3835-2		ɕ ɛ ⁵⁵								
3855-2		p u ²¹								
3885-2		s w a ⁵⁵								
3907-2		pʰ a ⁵⁵								
3942-2		ts i ²²								
3953-2		tsʰ j a ⁵⁵								
4023-2		ɕ i a ⁵⁵								
4034-2		ts i ⁵⁵								
4143-2		t i ⁴² ⁴²								
4185-2		m ɯ ⁵⁵								
4227-2		tsʰ ɛ ⁵⁵								
4238-2		ts o ²¹								
4249-2		q a ⁵⁵								
4271-2		ts i ⁴²								
4304-2		ts o ⁴² ⁴²								
4315-2		t i ²²								
4336-2		t ɛ ⁴²								
4400-2		s o ⁵⁵								
4411-2		x ɛ ⁵⁵								
4441-2		l o ²¹								
4557-2		qʰ o ⁵⁵								
4591-2		j i ²²								
4602-2		ɣ ɯ								
4687-2		x ɛ ⁵⁵								
4720-2		q a ⁵⁵								
4731-2		t ɛ ⁴²								
4763-2		t ɥ ⁴²								
4918-2		tsʰ i ⁴²								
4976-2		t i ⁴⁴								
4998-2		ɕ i i ²²								
5037-2		t i ⁴²								
5048-2		tsʰ i ⁵⁵								
5100-2		m ɯ ²¹								
5111-2		p u ⁴²								
5122-2		qʰ w a ⁴⁴								
5163-2		tɕ i ⁵⁵								
5192-2		tɕ i ²¹ ²¹								
5225-2		n õ ⁴²								
5236-2		tʰ o ²²								
64-2		pʰ a ⁴²								
104-2		x w a ⁵⁵								
247-2		p u ²¹								
289-2		s i ⁵⁵								
338-2		q w a ⁴²								
378-2		t ɥ ²¹								
412-2		t ɛ ⁵⁵								
621-2		q w a ⁵⁵								
632-2		n õ ²²								
645-2		p u ⁴²								
742-2		q o ⁴⁴								
752-2		ŋ u ²¹								
799-2		ts u a								
809-2		pʰ o ⁴²								
853-2		kʰ o ⁵⁵								
1001-2		q ɯ ⁵⁵								
1074-2		x o ⁵⁵								
1086-2		qʰ o ⁴⁴								
1097-2		kʰ u ⁵⁵								
1184-2		s ɛ ⁵⁵								
1230-2		qʰ w a ⁵⁵								
1263-2		m ɯ ⁴²								
1423-2		qʰ o ⁵⁵								
1433-2		m ɯ ²¹								
1462-2		ŋ w a ²²								
1545-2		ts i ²²								
1706-2		tɕ a a ⁴⁴								
1925-2		ts ɥ ²²								
1991-2		ts ɥ ²²								
2040-2		p o ²²								
2107-2		x o ⁴²								
2118-2		p ɯ ²²								
2141-2		s i a ⁵⁵								
2540-2		tɕ i ²¹ ²¹								
2576-2		m ɯ ²²								
2742-2		s ɛ ²²								
2753-2		ɕ i a ⁵⁵								
2870-2		ɣ ɯ ²²								
2871-2		s w a ⁵⁵								
2952-2		ŋ w a ⁵⁵								
3020-2		p ɯ ²²								
3214-2		p u ²²								
3285-2		tʰ o ⁵⁵								
3330-2		n õ ²¹								
3373-2		tsʰ j ⁴⁴								
3397-2		j a ⁴⁴								
3433-2		q o ²¹								
3443-2		q ɯ ²¹								
3566-2		q a ⁴⁴								
3590-2		s o ⁵⁵								
3601-2		q a ⁴²								
3634-2		ts o ²²								
3689-2		q a ²²								
3964-2		x o ⁵⁵								
4056-2		t i ⁴²								
4102-2		tsʰ j ⁴²								
4412-2		m ɯ ²¹								
4511-2		tɕ ɥ a ⁴⁴								
4581-2		q ɯ ⁵⁵								
4688-2		m ɯ ²¹								
4708-2		u ⁴⁴								
4814-2		ts i ⁴²								
4844-2		tsʰ o ⁴⁴								
4929-2		j ɯ ²¹								
5027-2		ts o ⁴⁴								
5071-2		m ɯ ⁴⁴								
5083-2		q w a ⁵⁵								
5248-2		tʰ o ²²								
4378-2		x ɯ ²²								
11-2		tɕ o ⁴² ⁴²								
65-2		m ɯ ⁴²								
82-2		tsʰ j o ⁴⁴								
132-2		x o ⁴²								
141-2		ŋ u ⁴²								
359-2		ŋ w a ²¹								
422-2		tɕ i ⁵⁵								
907-2		n õ ²¹								
979-2		s ɛ ⁵⁵								
1046-2		ts o a								
1056-2		q a ²²								
1274-2		m o								
1315-2		ts y a ⁵⁵								
1337-2		q o ⁵⁵								
1390-2		j i ⁴⁴								
1651-2		ts ɥ ²¹								
1693-2		tɕ i ²¹								
1851-2		s w a ⁵⁵								
32-3			m æ ⁵⁵							
53-3			ts i ²¹							
93-3			q ɯ ²¹							
216-3			s w a ⁵⁵							
236-3			ts u ²²							
267-3			ts i ⁴³							
316-3			p ɯ ²²							
327-3			ɣ ²²							
348-3			ts j ⁵⁵							
400-3			z ɿ ²¹							
452-3			q æ ⁵⁵							
463-3			qʰ a ⁵⁵							
512-3			t a ²¹							
534-3			ts u ⁵⁵							
556-3			qʰ u ²²							
568-3			x ɯ ⁵⁵							
588-3			s w a ⁵⁵							
599-3			pʰ ɯ ²⁴							
656-3			q ɯ ⁴³							
678-3			q a ⁴³							
689-3			m æ ⁴³							
700-3			m ɛ ⁴³							
775-3			p j ⁴³							
786-3			q ɛ ²⁴							
820-3			ts o ²¹							
839-3			t ɯ ɯ ²¹							
863-3			qʰ o ²²							
896-3			q æ ²⁴							
929-3			ts ɯ ɯ ²¹							
1015-3			s j ²⁴							
1035-3			ts j ²²							
1107-3			ɕ j æ ⁵⁵							
1173-3			ɕ i ²²							
1195-3			ɕ i ²²							
1241-3			m ɛ ⁴³							
1252-3			l o ²¹							
1294-3			q a ⁵⁵							
1326-3			ts ɥ ɛ ²²							
1348-3			dʑ i ⁴³							
1401-3			s ɿ ⁴³							
1451-3			s ɿ ²²							
1473-3			t ɥ ɛ ²²							
1507-3			tsʰ i ²⁴							
1532-3			q ɯ ²⁴							
1543-3			s ɯ ɯ ²²							
1575-3			ɕ ɿ ²⁴							
1618-3			p ɯ ²¹							
1640-3			k a ⁵⁵							
1671-3			ɕ i ⁵⁵							
1731-3			s o o ²⁴							
1762-3			s w ɛ ⁴³							
1773-3			t j ⁵⁵							
1794-3			k a ²⁴							
1805-3			z i ²¹							
1816-3			s o ²²							
1862-3			ts i ²⁴							
1885-3			qʰ a ⁵⁵							
1914-3			ɕ ɯ ɯ ²²							
1936-3			p ɯ ²²							
1969-3			ɕ ɿ ²⁴							
2018-3			ts u ²¹							
2029-3			q a ⁵⁵							
2051-3			ts j ²¹							
2074-3			q o ⁵⁵							
2085-3			m æ ²²							
2130-3			p æ ⁵⁵							
2245-3			ts j ²¹ ²¹							
2269-3			m ɛ ²²							
2280-3			s o ⁴³							
2291-3			s ɿ ⁴³							
2316-3			ts i ⁵⁵							
2364-3			ts ɛ ²²							
2395-3			tsʰ i æ ²⁴							
2406-3			tɕ j a ²⁴							
2417-3			q a ⁴³							
2428-3			q a ⁵⁵							
2450-3			t o ²¹							
2484-3			ɕ i ⁵⁵							
2495-3			q a ²¹							
2565-3			t j ²⁴							
2611-3			j o ⁵⁵							
2632-3			ŋ a ⁵⁵							
2644-3			ŋ a ⁵⁵							
2674-3			m o ²²							
2698-3			s o ²²							
2709-3			n ɛ ⁴³							
2720-3			ts j o ²¹							
2772-3			q a ⁵⁵							
2791-3			tɕ j ²⁴							
2837-3			ts u ²⁴							
2859-3			ɕ ɿ ²⁴							
2889-3			tɕ i ɯ ²²							
2900-3			k ɯ ²²							
2928-3			tsʰ o ²⁴							
2941-3			qʰ ɯ ²⁴							
2998-3			ts i ²²							
3031-3			tʰ i ²² ²²							
3052-3			t ɯ ⁴³							
3064-3			t j ²¹							
3084-3			tʰ i a ⁵⁵							
3117-3			ts i ²¹							
3128-3			q æ ²¹							
3150-3			t ɛ ⁴³							
3161-3			ts ɯ ɯ ²²							
3172-3			ts i ²²							
3263-3			j a ⁵⁵							
3274-3			q æ ²¹							
3308-3			qʰ a ²⁴							
3340-3			ts o ⁵⁵							
3362-3			ts u ²⁴							
3409-3			m i ²²							
3454-3			q o ²⁴							
3493-3			s o ⁵⁵							
3536-3			ɕ j o ²⁴							
3548-3			f o ²¹							
3645-3			s ɯ ²⁴							
3678-3			tsʰ i ⁵⁵							
3757-3			l o ²¹							
3779-3			q a ⁴³							
3813-3			x w ²⁴							
3835-3			ɕ ɿ ²⁴							
3855-3			p æ ⁴³							
3885-3			s ɿ ɛ ⁵⁵							
3907-3			pʰ a ²⁴							
3942-3			ts i ²²							
3953-3			tsʰ i a ²⁴							
4023-3			ɕ j a ²⁴							
4034-3			ts ɯ æ ²⁴							
4143-3			t j ²¹ ²¹							
4185-3			m o ⁵⁵							
4227-3			tsʰ ɿ ²⁴							
4238-3			ts o ²¹							
4249-3			q a ⁵⁵							
4271-3			ts i ²¹							
4304-3			ts j o ²¹							
4315-3			t o ²²							
4336-3			t i ²¹							
4400-3			s a ⁵⁵							
4411-3			x w ²⁴							
4441-3			l o ²¹							
4557-3			qʰ o ²⁴							
4591-3			j i o ²²							
4602-3			q ɯ							
4687-3			x w ²⁴							
4720-3			q a ²⁴							
4731-3			t i ⁴³							
4763-3			ts ɯ ɯ ²¹							
4918-3			tsʰ ɯ ²¹							
4976-3			t j ⁵⁵							
4998-3			ɕ ɥ ɛ ²²							
5037-3			t j ⁴³							
5048-3			tsʰ j ɯ ²⁴							
5100-3			m o ²¹							
5111-3			p æ ⁵⁵							
5122-3			qʰ w a ⁵⁵							
5163-3			tɕ i ²⁴							
5192-3			ts j o ²¹							
5225-3			n o ⁴³							
5236-3			tʰ i ²²							
64-3			pʰ a ²¹							
104-3			x w a ⁵⁵							
247-3			p ɯ ²¹							
289-3			s ɿ ²⁴							
338-3			q w ɛ ⁴³							
378-3			ts ɯ ɯ ²¹							
412-3			t j ²⁴							
621-3			q w a ⁵⁵							
632-3			n o ²²							
645-3			p æ ⁵⁵							
742-3			k a ⁵⁵							
752-3			ŋ w ²¹							
763-3			tsʰ i o ²⁴							
799-3			ts u ⁴³							
809-3			pʰ a ²¹							
853-3			kʰ o ²⁴							
916-3			ts j o ²⁴							
960-3			m i ²⁴							
1001-3			k ɯ ²⁴							
1074-3			x o ²⁴							
1086-3			qʰ u ⁵⁵							
1097-3			kʰ o ⁵⁵							
1130-3			pʰ a ⁵⁵							
1184-3			s ɿ ²⁴							
1230-3			qʰ w a ⁵⁵							
1263-3			m ɯ ⁴³							
1423-3			qʰ o ²⁴							
1433-3			m ɯ ²¹							
1462-3			ŋ w i ²²							
1545-3			ts i ²²							
1629-3			f ɛ ²⁴							
1682-3			ɕ o o ²⁴							
1706-3			tɕ ɛ a ²¹							
1925-3			ts i ²²							
1991-3			ts o ²²							
2040-3			p o ²²							
2107-3			x o ⁴³							
2118-3			p ɯ ²²							
2141-3			ɕ j o ²⁴							
2540-3			ts j o ²¹							
2576-3			m æ ²²							
2664-3			m o ⁵⁵							
2742-3			s j o ²⁴							
2753-3			ɕ j o ²⁴							
2848-3			tɕ i ⁴³							
2870-3			ɣ ɯ ²²							
2871-3			s ɿ a ⁵⁵							
2952-3			ŋ a ⁵⁵							
3020-3			p ɯ ²²							
3214-3			p æ ²¹							
3285-3			tʰ i a ⁵⁵							
3330-3			n i ²¹ ²¹							
3373-3			tʰ i æ ⁵⁵							
3397-3			j a ⁵⁵							
3433-3			q a ²¹							
3443-3			q ɯ ²¹							
3566-3			q a ⁵⁵							
3590-3			s a ⁵⁵							
3601-3			q a ²¹							
3634-3			ts j ²²							
3689-3			q a ²¹							
3964-3			x a ²⁴							
4056-3			t j ⁵⁵							
4102-3			tsʰ i u ⁴³							
4326-3			q ɯ ²²							
4412-3			m æ ²¹							
4511-3			tɕ j ⁵⁵							
4581-3			q ɯ ²⁴							
4676-3			tsʰ i ²⁴ ²⁴							
4688-3			m æ ²¹							
4708-3			u ɛ							
4814-3			ts i ²¹							
4844-3			tsʰ o ⁵⁵							
4854-3			k a ²²							
4929-3			j ɯ ²¹							
4940-3			t ɥ ɛ ²⁴							
5027-3			ts o ⁵⁵							
5071-3			m ɯ ⁵⁵							
5083-3			q w a ⁵⁵							
4378-3			x ɯ ²²							
11-3			ts j o ²¹							
65-3			m æ ⁵⁵							
82-3			tʰ i ⁵⁵ ⁵⁵							
132-3			x a ⁵⁵							
141-3			ŋ o ²¹							
227-3			tsʰ i ⁵⁵							
359-3			ŋ w i ²¹							
379-3			p i ²¹							
422-3			tɕ i o ²⁴							
907-3			n o ²¹							
979-3			s ɿ ⁵⁵							
1046-3			ts u ⁴³							
1056-3			q a ²¹							
1274-3			ɯ ²²							
1390-3			j ɯ ⁵⁵							
1651-3			ts ɯ ɯ ²¹							
1693-3			tɕ j a ²¹							
1742-3			x ɯ ²²							
1958-3			t j ⁴³ ⁴³							
1980-3			w u ɛ ²⁴							
32-4				m æ ²⁴						
53-4				ts i ¹²						
93-4				k ɯ ¹²						
216-4				s w a ŋ						
236-4				ts u ŋ ²²						
267-4				tɕ j ²² ⁴²						
316-4				b i ²²						
327-4				ɣ e ²²						
348-4				ts u ¹²						
400-4				z o ¹²						
452-4				q ɯ ²⁴						
463-4				qʰ a ²⁴						
512-4				dz o ⁴²						
534-4				ts u ²⁴						
556-4				qʰ u ²² ²²						
568-4				x e ²⁴						
588-4				s w a ŋ						
599-4				pʰ i ²⁴						
656-4				q ɯ ¹²						
678-4				q ɯ ¹²						
689-4				m æ ¹²						
700-4				m j n ¹²						
775-4				b i e n ⁵⁵						
786-4				q e ⁵⁵						
820-4				ts o ¹²						
839-4				t i ¹²						
863-4				qʰ u ²²						
896-4				q ɯ ŋ ⁵⁵						
929-4				dz o ²⁴						
1015-4				s u ⁵⁵						
1035-4				ts u ²²						
1107-4				ɕ a ²⁴						
1173-4				ɕ i ²²						
1195-4				ɕ i ²²						
1241-4				m j ¹² ¹²						
1252-4				l ao ¹²						
1294-4				q ao ŋ ⁵⁵						
1326-4				ts ɥ ²²						
1348-4				dʑ i ²¹						
1401-4				s i n ⁴²						
1451-4				s i ²²						
1473-4				t w e n ²²						
1507-4				tɕʰ i ⁵⁵						
1532-4				q e n						
1543-4				s i ²²						
1575-4				ɕ e e n ⁵⁵						
1618-4				b u ¹²						
1640-4				k ɯ ²⁴						
1671-4				ɕ i ²⁴						
1731-4				ɕ ao ŋ ⁵⁵						
1762-4				s w a ŋ ⁵⁵						
1773-4				t e ²⁴						
1794-4				k ɯ ŋ ⁵⁵						
1805-4				z j ⁴²						
1816-4				s u ²²						
1862-4				ts i ⁵⁵						
1885-4				qʰ a ²⁴						
1914-4				s i ²²						
1936-4				b u ²²						
1969-4				ɕ j ⁵⁵ ⁵⁵						
2018-4				ts o ŋ ¹²						
2029-4				q ao ŋ ⁵⁵						
2051-4				dz u ¹²						
2074-4				q ao ¹²						
2085-4				m æ ¹²						
2130-4				b i ²⁴						
2245-4				ts u ²⁴						
2269-4				m j n ²²						
2280-4				s u ⁴²						
2291-4				s i n ⁴²						
2316-4				tɕ i ²⁴						
2364-4				ts i ²²						
2395-4				tsʰ a n ⁵⁵						
2406-4				tɕʰ j a n ⁵⁵						
2417-4				q ɯ ⁴²						
2428-4				q ao ŋ ⁵⁵						
2450-4				dz o ¹²						
2484-4				ɕ i ²⁴						
2495-4				q o ¹²						
2565-4				t i ⁵⁵						
2611-4				j u ²⁴						
2632-4				w e ŋ ²⁴						
2644-4				w e ŋ ²⁴						
2674-4				m u ²²						
2698-4				s u ²²						
2709-4				n ɛ ⁴²						
2720-4				ts u ⁴²						
2772-4				q a ²⁴						
2791-4				tɕ æ n ⁵⁵						
2837-4				ts i ¹²						
2859-4				ɕ j e n ⁵⁵						
2889-4				tɕ i ²²						
2900-4				q ɯ ²²						
